modelo,fabricacao,quantidade
XTZ 150 CROSSER S FLEX,2022,1
Sprinter 311 Furgão Curto 2.2 Dies,2012,1
24-280 E CONSTELLATION 6X2,2014,2
MOBI LIKE 1.0 FIRE FLEX 4P.,2023,1
31-320 E CONSTELLATION 6X4,2011,1
VERSA SL 1.6 16V FlexStart 4p Aut.,2016,1
C3 PICASSO GLX 1.5 FLEX,2012,1
GOL,2020,1
NIVUS HIGHLINE 1.0 200 TSI FLE,2023,2
CELTA LT 1.0 MPFI FLEX,2012,2
HR 2.5 TCI HD RD,2010,1
TORO FREEDOM 1.8 16V FLEX AUT,2020,1
ETIOS X  1.3 Flex 16V 5p Mec.,2016,1
PRISMA SEDAN LT 1.4 ECONOFLEX,2012,3
TUCSON GL 2.0,2010,2
5-150 E DELIVERY,2016,1
STRADA ADVENTURE 1.8 FLEX CE 1,2010,1
UNO VIVACE CELEB. 1.0 EVO FIRE,2013,2
Celta Spirit 1.0 MPFI 8V FlexP. 5p,2007,1
Ka 1.0 SE TiVCT Flex 5p,2020,1
ETIOS XLS SEDAN 1.5 FLEX 16V 4,2018,1
C3 TENDANCE 1.5 FLEX,2012,3
FRONTIER LE 2.5 CD 4X4 TB DIES,2012,1
G-450 A 6X2 2P (DIESEL)(E5),2023,1
GLC 250 SPORT 2.0 TB 16V 211CV,2018,1
Kwid Outsider 1.0 MT-2022/2023,2021,2
L200 TRITON SPORT GLX 2.4 CD D,2019,1
NEO Automatic 125cc,2022,1
Bongo K-2500 2.5 4x2 TB Diesel,2011,1
FIESTA SEDAN 1.6 FLEX,2011,1
DUSTER TECHROAD 2.0 16V,2013,1
S 10 PICK-UP EXECUTIVE 2.8 4X4,2011,1
Hilux SW4 SR 4x2 2.7 aut,2010,1
Ford KA,2019,1
GOL TRENDLINE 1.0 FLEX 8V,2015,2
JETA,2018,1
ECOSPORT SE 2.0 FLEX,2015,1
MASTER 2.3 DCI FURGAO 16V D,2013,1
FH 13 460 6X4 (E5),2014,1
ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2015,1
Kangoo Express  1.6 16v,2005,1
NINJA 300,2016,1
COROLLA SE-G 1.8 16V FLEX,2004,1
T-CROSS HIGHLINE 1.4 TSI FLEX,2019,2
SAVEIRO 1.6 MI/ 1.6 TOTAL FLEX,2012,1
710 PLUS,2006,2
SANDERO EXPRESSION FLEX 1.6 16,2018,1
MT-03 ABS,2016,1
CIVIC EX,2021,1
Strada Working 1.4 mpi Fire Flex 8V CD,2015,1
HR 2.5 TCI HD RS,2012,1
UNO ATTRACTIVE 1.0 EVO FIRE FL,2019,1
POLO 1.6 MSI TOTAL FLEX 16V 4P,2019,1
PAJERO TR4 2.0 16V 4X4,2010,1
CELTA SPIRIT 1.0 MPFI FLEXPOWE,2008,1
Doblo Cargo 1.3 Fire 16V 4p,2004,2
MONTANA LS 1.4 ECONOFLEX,2012,1
NOVO GOL 1.6 TOTAL FLEX,2009,1
Ranger XLT 2.5 4x4 CD Diesel,2000,1
CLA-200 Urban 1.6 TB 16V 156cv Aut.,2013,1
DAILY CHASSI 55C16 2p (diesel),2010,1
Celta Life 1.0 MPFI 8v FlexPower 3p,2012,1
Fit LX 1.4 16V Mec,2004,1
SPIN LTZ 1.8 ECONOFLEX,2018,1
Virtus,2020,1
UNO WAY CELEB. 1.0 EVO FIRE FL,2011,1
AIRCROSS GLX 1.6 16V FLEX,2011,1
ASTRA ADVANT. 2.0 MPFI FLEX PO,2006,1
ONIX HATCH JOY 1.0 8V FLEX .,2017,2
GOL 1.6 MSI FLEX 8V 5P,2019,3
PALIO ECONOMY 1.0 FIRE FLEX,2009,3
Range Rover EVOQUE Pure Tech 2.0 Aut. 5p,2014,1
COMPASS LONGITUDE 2.0 4x2 Flex 16V Aut.,2016,1
SANDERO STEPWAY FLEX 1.6 16V 5,2019,1
Palio ELX 1.0 4p,2000,1
FIORINO FURGAO 1.3,2012,1
HILUX SW4 SRV D4-D 4X4 3.0 TDI,2011,1
S 10 PICK-UP LTZ 2.4 CD FLEXPO,2013,1
DOBLO ADVENTURE XINGU 1.8 FLEX,2012,2
PUNTO ESSENCE 1.6 FLEX,2016,1
C3 GLX SONORA 1.4 FLEX,2007,1
CRUZE LTZ 1.4 16V TURBO FLEX 4,2017,1
KWID ZEN 1.0 FLEX 12V 5P MEC.,2018,5
Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,2007,1
MASTER CHASSI CABINE,2013,1
XTZ 150 ED CROSSER,2015,3
YS 250 FAZER,2011,1
VERSA SL 1.6 16V FLEXSTART 4P,2018,2
ECOSPORT FREESTYLE 2.0 16V FLE,2012,1
Creta 1.6,2017,1
HB20 C. Style 1.0,2017,1
AMAROK CD 2.0 16V TDI 4X4 D,2013,1
XTZ 250 LANDER 249cc,2006,1
TIGGO 3X PLUS 1.0 TURBO FLEX AUT.,2021,2
JOY PLUS BLACK ED.1.0 8V 4P FL,2021,2
RANGER XLT 2.5 16V 4X2 CD,2014,1
STRADA RANCH 1.3 FLEX 8V CD AU,2022,2
Gol City 1.0 Mi 8V 2p,2004,2
Parati 1000 Mi 16V 4p Turbo,2001,1
FOX 1.6 HIGHLINE VHT FLEX,2010,1
S10 P-Up Advant. 2.4 CD,2016,1
LOGAN SEDAN EXPRESSION 1.6 HI-,2011,1
Oroch Outsider 1.3 Turbo CVT - 2022/2023,2021,1
CROSSFOX 1.6 MI TOTAL FLEX,2012,1
UNO WAY 1.4 EVO Fire Flex 8V 5p,2016,1
KA 1.0 SE/SE PLUS TICVT FLEX 5,2016,2
Master 2.3 dCi Furgão 16V Diesel,2014,1
Clio Dynamique 1.6 16V 110cv 3p,2004,1
Sprinter 416 Furgão Longo T.A. 2.2 Dies.,2022,1
ONIX,2021,1
HOGGAR ACTIVE 1.4 FLEX 8V,2013,2
FH 13 540 GLOBETROTTER 6X4 (E5,2021,3
MOBI LIKE ON 1.0 FIRE FLEX 4P.,2016,1
ARGO DRIVE 1.0 6V FLEX,2021,4
C3 GLX 1.4 FLEX,2011,3
MONTANA SPORT 1.4 ECONOFLEX,2011,1
MOBI LIKE 1.0 FIRE FLEX 4P.,2021,5
Fiorino Furg.1.3,2006,2
GLE-400 HIGHWAY COUPE 3.0 V6 3,2019,1
206 FELINE 1.4,2004,1
ONIX SEDAN PLUS LT 1.0 12V 4P,2021,1
DOBLO HLX 1.8 MPI FLEX,2011,1
VOYAGE 1.6 MSI FLEX 8V 4P,2018,1
208 ALLURE 1.5 FLEX,2013,1
TIGUAN 2.0 TSI 16V TIPTRONIC,2010,1
L200 TRITON SAVANA GLS 2.4 4X4,2021,1
NOVO GOL CITY 1.6 TOTAL FLEX,2013,1
SPIN LTZ 1.8 ECONOFLEX,2014,1
AMAROK TRENDLINE CD 2.0 16V TD,2011,1
HB20X DIAMOND 1.6 FLEX 16V AUT,2021,1
CG 150 FAN Esi Flex,2012,1
GRAND SIENA ESSENCE SUBLIME 1.,2014,1
YARIS XL 1.5 FLEX 16V 5P AUT.,2022,1
CELTA SPIRIT 1.0 MPFI FLEXPOWE,2012,1
HB20 EVOLUTION 1.0 FLEX 12V ME,2022,1
17-220/ 17-220 WORKER 2P (DIES,2002,1
PARTNER FURGAO 1.6 16V FLEX,2018,1
Corsa Sedan GLS 1.6 16V MPFI 4p,1997,1
AMAROK HIGHLINE CD 3.0 4X4 TB,2020,1
RANDON SR BA,2021,1
COROLLA XLI 1.8 16V FLEX,2012,1
ML-350 3.0 V6 224cv 4x4 Diesel,2013,1
Celta 1.0 MPFI VHC 8v 3p,2001,1
KICKS SL 1.6 16V FLEXSTAR   .,2019,1
Astra 2.0 8v 3p,2000,1
Palio EDX 1.0 mpi 4p,1997,1
STRADA 1.4 MPI FIRE FLEX,2008,1
Fiorino Furgão Work. HARD 1.4 Flex 8V 2p,2018,1
RANGER XLT 3.2 20V 4X4 CD D,2019,1
HILUX CD SRX 4X4 2.8 TDI 16V D,2016,2
Pajero TR4 2.0 Flex Aut,2011,1
S 10 PICK-UP EXECUTIVE 2.4 CD,2008,1
GOL POWER 1.6 MI TOTAL FLEX,2004,1
Zafira Expres. 2.0 MPFI FlexPower 5p Aut,2007,1
207 XS 1.6 FLEX,2012,1
CELTA LS 1.0 MPFI FLEX,2011,2
ONIX HATCH LT 1.0 12V TB FLEX,2019,1
SOUL 1.6 16V,2011,1
UNO FURGAO 1.3 FIRE FLEX,2013,1
PALIO WEEKEND TREKKING 1.6 16V,2016,1
CLASSIC LIFE 1.0 VHC E FLEXPOW,2011,1
Saveiro 1.6 Mi,2002,1
FOX 1.0 MI TOTAL FLEX,2012,2
COROLLA XEI 2.0 FLEX,2018,1
NOVO GOL CITY 1.6 TOTAL FLEX,2011,1
YS 250 FAZER,2013,2
ASX 2.0 4X4,2014,1
P 310 B 8X2 (E5),2014,1
ETIOS XS Sedan1.5 Flex 16V 4p Mec.,2016,1
CARGO 815 S,2005,1
NIVUS HIGHLINE 1.0 200 TSI FLE,2021,1
CELTA LS 1.0 MPFI FLEX,2013,1
UNO VIVACE 1.0 EVO FIRE FLEX,2011,2
CLASSE A 200 1.6 TB 156CV AUT.,2014,1
PRISMA Sed. LT 1.4 8V FlexPower 4p,2018,1
KWID,2019,1
ETIOS XLS SD 1.5,2017,1
24-280 E CONSTELLATION 6X2,2018,1
SANDERO EXPRESSION 1.0 16V HI-,2012,1
UNO MILLE 1.0 FIRE FLEX,2010,1
YBR 125i FACTOR ED,2019,1
CRETA PULSE 2.0 16V FLEX AUT.,2017,1
CIVIC SEDAN EX 2.0 FLEX 16V .4,2020,1
Kwid Outsider 1.0 MT-2022/2023,2023,1
HILUX STANDARD D4-D 2.5 16V 4X,2009,1
Versys 650cc,2020,1
PUNTO ESSENCE DUALOGIC 1.6 16V,2014,1
FIT LX 1.4 FLEX,2008,1
Ka+ Sedan 1.0 TiCVT Flex 4p,2019,1
L 1620,2008,1
KANGOO EXPRESS HI-FLEX 1.6 16V,2014,1
3008 GRIFFE PACK 1.6 TURBO 16V,2018,1
MONTANA PREMIER 1.2 TURBO FLEX,2023,1
F 350,2011,1
PALIO WEEKEND TREKKING 1.4 FIR,2008,1
JETTA TRENDLINE 1.4 TSI 16V 4P,2016,1
XTZ 250 TENERE,2010,1
Clio Authent  1.0  8v 5p,2004,1
2008 ALLURE 1.6 FLEX 16V 4P AU,2016,1
MOBI LIKE,2019,1
CB 650R,2021,1
TORO VOLCANO 2.0 16V 4X4 TB DI,2020,1
STRADA ADVENTURE LOCKER 1.8 FL,2013,1
F-4000 TURBO(MWM) 2p (diesel),1985,1
208 GRIFFE 1.6 FLEX 16V 5P AUT,2016,1
1215 C 2p (diesel),2000,1
Boxer 2.3 Furg.TB Dies. Longo T.Alto,2010,1
FH 440 6X2T,2010,1
ZAFIRA EXPRESSION 2.0 MPFI FLE,2009,1
YS 150 Fazer SED,2016,1
Renegade Sport 1.8 4x2 Flex 16V Aut.,2017,1
FOX ROUTE 1.6 MI TOTAL FLEX,2009,1
ARGO DRIVE GSR 1.3 8V FLEX,2017,1
UP! MOVE 1.0 FLEX 12V,2014,1
GOL TRENDLINE 1.0 T.FLEX 12V 4,2016,1
AMAROK SE CD 2.0 16V TDI 4x4 Diesel,2011,1
STRADA WORKING 1.4 MPI FIRE FL,2013,2
HILUX CD SRX 4X4 2.8 TDI 16V D,2019,3
Celta Life 1.0 MPFI 8v FlexPower 3p,2009,3
CELTA SPIRIT 1.0 MPFI FLEXPOWE,2010,1
FIORINO FURGAO 1.3 FIRE,2006,2
S10 Pick-Up Std. 2.2 MPFI CD,1999,1
SANDERO Expression Flex 1.6 16V 5p,2017,1
FOISON 1.3 16V 85cv 2p,2014,1
ECOSPORT SE 1.5 12V FLEX 4P AU,2017,1
ATEGO 2426 6X2 (E5),2021,1
Vectra GLS,1998,1
Megane Grand Tour Dynam. Hi-Flex 1.6 16V,2011,1
NINJA 250R,2011,1
XTZ 150 CROSSER S FLEX,2020,2
FIAT,2018,1
2008 ALLURE PACK 1.6 FLEX 16V,2021,2
FIORINO FURGAO WORK. HARD 1.4,2019,2
ETIOS X 1.3 FLEX 16V   AUT,2018,1
Gol 1.0 Plus 16v 4p,2000,1
FOX ROUTE 1.6 MI TOTAL FLEX,2008,1
SAVEIRO TROOPER CE 1.6 MI TOTA,2011,1
S 10 PICK-UP LT 2.8 CD 4X4 TDI,2021,1
Astra 2.0 8v 3p,2002,1
ADV 150,2023,1
KA 1.0 8V,2011,2
STRADA 1.4 MPI FIRE FLEX,2009,1
NEXT 300cc,2019,1
RANGER LIMITED 3.2 20V 4X4 CD,2018,1
Master 2.3 dCi Furgão 16V Diesel,2016,1
HB20 SENSE 1.0 FLEX 12V MEC.,2022,3
ATEGO 1719 (E5),2014,3
V 40 T4 1.9,2014,1
Clio Hi-Flex 1.0 16V 5p,2010,1
AMAROK SE CD 2.0 16V TDI 4x4 Diesel,2013,1
VIRTUS COMFORT. 200 TSI 1.0 FL,2019,1
AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,2014,1
COROLLA S 1.8 16V,2006,1
SPIN LTZ 1.8 ECONOFLEX,2016,1
HB20 COMFORT PLUS 1.0 FLEX,2014,1
CITY SEDAN EXL 1.5 FLEX  16V 4,2019,1
KA 1.0 SE/SE PLUS TICVT FLEX 5,2019,3
L200-TRITON SPORT HPE 2.4 CD D,2019,1
FOX CITY 1.0 MI,2010,1
ELECTRA GLIDE ULTRA LIMITED FLHTK,2014,1
Kwid Zen 1.0 MT-2021/2022,2022,1
FIESTA SEDAN SE 1.6 8V FLEX,2013,1
KA 1.0 FLEX,2009,2
ECOSPORT SE 1.6 16V FLEX,2012,1
OUTLANDER GT 3.0 V6,2015,1
MONTANA LS 1.4 ECONOFLEX,2017,1
LOGAN Expres. 1.0,2016,1
CG 160 FAN Flex,2021,1
KA 1.0 8V ST Flex,2011,1
Kangoo RN 1.0 8V,2000,2
GRAND SIENA ESSENCE 1.6 16V FL,2013,1
ONIX HATCH LT 1.0 8V FLEXPOWER,2018,3
TIGUAN Allspac R-Line 350 TSI 2.0 4x4,2019,1
COMPASS LIMITED 2.0 4X2 FLEX 1,2019,1
TORO FREEDOM 2.0 16V 4X4 DIESE,2020,1
Astra Sed.Advant. 2.0 8V MPFI FlexP. Aut,2010,1
KICKS SV 1.6 16V FLEXSTAR AUT.,2017,1
COMPASS,2018,1
C-180 CGI AVANTGARDE 1.6 TB 16,2017,2
VERACRUZ GLS 3.8 4WD Aut.,2008,1
PRISMA SEDAN LTZ 1.4 8V FLEXPO,2018,1
NOVO GOL 1.6 TOTAL FLEX,2012,1
FIT LX 1.4,2006,1
HB20S Premium 1.6 Flex 16V Mec. 4p,2014,1
CB TWISTER 250cc,2015,1
VOYAGE 1.6 MSI FLEX 16V 4P AUT,2019,1
SAVEIRO ROBUST 1.6 TOTAL FLEX,2018,4
Saveiro 1.6 Mi Total Flex 8V CE,2013,1
Sentra SV 2.0 Flex 16V Aut.,2013,1
KA 1.0 SE/SE PLUS TICVT FLEX 5,2014,3
HR 2.5 TCI HD RS,2009,1
FH 13 440 4X2,2007,1
FOX 1.0 MI TOTAL FLEX,2010,1
L 1620,2009,1
MONTANA 1.4 8V Conquest ECONOFLEX  2p,2009,1
COBALT LT 1.8 ECONOFLEX,2012,2
UNO WAY 1.0 EVO FIRE FLEX,2012,3
325i,1993,1
ARRIZO 6 PRO 1.5 TURBO (HIBRID,2022,1
CG 160 TITAN FLEXone,2022,2
320IA 2.0 TB M SPORT ACTIVEFLE,2015,1
FASTBACK AUDACE 1.0 200 T. FLE,2023,1
COROLLA XEI 1.8 16V,2008,1
VM 330 8X2 (DIESEL) (E5) R (CA,2018,1
VOYAGE 1.0 FLEX 12V 4P,2022,1
SANDERO STEP. ICONIC FLEX 1.6,2021,1
ONIX HATCH LS 1.0 8V FLEXPOWER,2016,1
CIVIC SEDAN EXL 2.0 FLEX 16V .,2019,1
UNO ATTRACTIVE 1.0 FLEX 6V,2017,2
ACTROS 2548 MP5 LS 6X2 2P (DIE,2021,1
C-20 Custom Std. 4.1,1992,1
CG 150 FAN ESDi Flex,2011,1
PALIO ELX 1.3 FLEX,2004,1
KANGOO AUTHENTIQUE HI-FLEX 1.6,2007,1
HR 2.5 TCI Diesel (RD,2010,1
PALIO 1.0 FIRE,2015,1
G 360 A 6X2,2013,1
fit,2018,1
CLASSE A 200 1.6 TB 156CV AUT.,2016,1
Logan Zen,2022,2
SANDERO ZEN FLEX 1.6 16V 5P ME,2019,1
CRETA ACTION 1.6 16V FLEX AUT.,2021,3
Range R.EVOQUE Dynamic 2.0 Aut 5p,2013,1
PRISMA SEDAN JOY 1.0 FLEX,2019,2
Frontier XE CD 4x4 2.3 Bi-TB D,2019,1
VM 270 6X2 (E5),2020,2
GV 250 MIRAGE,2008,2
Palio ELX 1.4 mpi Fire Flex 8V 4p,2006,1
Polo Comfort. 200 TSI 1.0 Flex 12V Aut.,2018,1
CITY Sedan EXL 1.5 Flex  16V 4p Aut.,2021,1
HR 2.5 TCI HD RS,2017,1
C3 FEEL 1.6 FLEX 16V 5P MEC.,2022,1
VERSA SV 1.6 16V FLEXSTART  AU,2019,1
L-1313 2p (diesel),1983,1
CRETA ATTITUDE  1.6 16V AT FLE,2020,1
Towner Jr. Pick-up 1.0 8V 48cv  CD 4p,2011,1
PUNTO ESSENCE 1.6 FLEX,2014,1
GSX 1300-R Hayabusa,2003,1
TORO FREEDOM,2023,2
XC 90 T-6 MOMENTUM 2.0 320CV 4,2015,1
S10 PIC-UP H.COUNTRY 2.8 4X4 C,2018,1
Palio Celebration 1.0 Fire Flex 8V 2p,2014,1
TUCSON GL 1.6 TURBO 16V AUT.,2017,1
FIESTA SEL 1.6 16V FLEX  AUT.,2017,1
FOX 1.6 MI TOTAL FLEX,2014,1
Toro Ranch 2.0 16V 4x4 Diesel Aut.,2021,1
COROLLA FIELDER SW 1.8 16V,2006,1
NXR 160 Bros ESDD FLEXone,2023,1
HB20 PREMIUM 1.6 FLEX,2013,1
X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,2015,1
MONTANA LS COMBO 1.4 8V ECONOFLEX 2p,2012,1
FIESTA,2014,1
KICKS SV 1.6 16V FLEXSTAR AUT.,2020,1
IVECO-DAILY TRUCK CHASSI 70C17,2012,1
FIORINO FURGAO 1.5,2013,1
308 GRIFFE 1.6 TURBO FLEX 16V,2016,1
RANGER XLS 2.2 4X4 CD DIESEL A,2021,1
CIVIC SEDAN LX 1.7 16V 115CV,2003,2
PALIO WEEKEND TREKKING 1.6 16V,2012,1
HILUX CD SRX 4X4 2.8 TDI 16V D,2022,4
FIORINO FURGAO EVO 1.4 FLEX 8V,2014,2
YBR 150 FACTOR ED,2023,1
Pajero TR4 2.0 mec,2005,1
CG 160 FAN ESDi FLEXONE,2016,2
CB TWISTER 250cc,2021,3
CG 160 START,2021,1
CROSSFOX I MOTION 1.6 MI TOTAL,2013,1
HILUX 2.8 CD 4X4 D,2021,1
Palio Weekend ELX 1.4 mpi Fire Flex 8V,2008,1
Palio ESSENCE 1.6 Flex 16V 5p,2014,1
Ka 1.0 SE TiVCT Flex 5p,2019,1
ATEGO 2425,2010,1
CLIO HATCH EXPRESSION 1.0 16V,2015,1
ECOSPORT XLS 1.6 FLEX,2004,1
Z 750,2012,1
FIT EX CVT AUTOMATICO,2016,1
L-1113 2p (diesel),1976,1
C4 CACTUS FEEL BUS. 1.6 FLEX A,2019,1
COROLLA CROSS GR-S 2.0 16V FLE,2022,1
STRALIS 600-S40T TB 6X2 EUROT,2013,1
Kwid Outsider 1.0 MT,2023,1
Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2013,1
CITY Sedan EXL 1.5 Flex  16V 4p Aut.,2015,1
VOYAGE 1.6 MSI FLEX 8V 4P,2020,1
CARGO 2429 E 6X2 TB,2014,1
A1 SPORTBACK 1.4 TFSI 122CV S-,2016,1
HB20 SEDAN 1.0 COMFORT PLUS,2019,1
HB20 SENSE 1.0 FLEX 12V MEC.,2019,1
ford ecosport se 1.6,2014,1
SPIN LTZ  1.8L AUTOMATICO,2012,1
8-150 E DELIVERY PLUS,2011,3
S 10 PICK-UP LTZ 2.8 CD 4X4 TD,2020,1
PALIO ATTRACTIVE 1.0 EVO FIRE,2013,2
SANTA FE GLS 3.3 V6 4X4 TIPTRO,2014,1
ONIX HATCH JOY 1.0 8V FLEX .,2018,6
POLO SEDAN 1.6 MI TOTAL FLEX,2012,1
TRAILBLAZER LTZ 2.8 CTDI,2019,1
Corsa Milenium  1.0 MPF,2002,1
CORSA SEDAN CLASSIC LIFE 1.0 F,2009,1
BIZ 125 ES,2013,1
IX 35 2.0 16V 2WD FLEX,2014,1
Kombi Pick-Up,1997,1
Fiorino Furgão Work. HARD 1.4 Flex 8V 2p,2017,1
Strada Working 1.5 mpi 8v CS,2000,1
ETIOS X HB 1.3,2014,1
XF FTS480 6X2 SUPER SPACE CAB,2023,1
FIT LX 1.5 FLEXONE 16V,2016,1
Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,2010,1
ETIOS XS 1.5 FLEX 16V,2015,1
KWID ZEN 1.0 FLEX 12V 5P MEC.,2020,3
Doblo ELX 1.8 mpi 8V Flex,2006,1
ETIOS X HB 1.3,2019,2
MOBI TREKKING 1.0 FLEX 5P.,2020,1
HB20 VISION 1.0 FLEX 12V MEC.,2022,1
24-280 E CONSTELLATION 6X2,2020,1
CB 300R,2013,1
9-150 E DELIVERY,2011,1
S10 Pick-Up 2.4 MPFI 8v 128cv CD 4p,2000,1
GOL RALLYE 1.6 MI TOTAL FLEX,2011,1
UNO WAY 1.4 EVO FIRE FLEX,2010,1
S10 PICK-UP LT 2.8 TDI 4X4 CD,2016,2
L 1318,2011,1
FUSION TITANIUM AWD 2.0 16V GT,2014,1
17-180 WORKER 2P (DIESEL),2010,2
AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,2012,1
FH 13 440 6X2,2010,2
COROLLA GLI 1.8 FLEX,2011,1
