modelo,fabricacao,quantidade
2008 ALLURE 1.6 FLEX 16V 4P AU,2022,1
ATEGO 1719 (E5),2022,1
JETTA 2.0 TSI TIPTRONIC,2013,1
VOYAGE 1.6 MSI FLEX 16V 4P AUT.,2021,1
KWID Zen 1.0 Flex 12V 5p Mec.,2018,1
CLIO 1.0 16V HI-FLEX,2011,1
Corolla Cross XRX 1.8 16V Aut.(Híbrido),2021,1
HB20 SEDAN 1.0 COMFORT PLUS,2014,1
Courier 1.3i,1998,1
BRAVO SPORTING 1.8 FLEX 16V,2013,1
FIESTA TIT./TIT.PLUS 1.6 16V F,2016,1
SANDERO STEPWAY Hi-Flex 1.6 16V 5p Aut.,2011,1
VM 260 6X2,2011,1
T-CROSS COMFORTLINE 1.0 TSI FL,2019,2
AXOR 2036 S (E5),2013,1
HILUX SW4 SRX 4X4 2.8 TDI 16V,2016,1
TRACKER 2.0 16v 128cv MPFI 4x4 5p,2009,1
HB20 SEDAN 1.6 PREMIUM,2016,1
YS 150 Fazer SED,2022,1
MASTER 2.5 CHASSI DCI D,2012,1
COROLLA XEI FLEX,2017,1
KANGOO EXPRESS HI-FLEX 1.6 16V,2010,1
COROLLA XEI 2.0 FLEX,2017,1
ECOSPORT FREESTYLE 1.6 16V FLE,2014,1
UNO WAY 1.0 EVO FIRE FLEX,2014,1
TORO FREEDOM 1.8 16V FLEX AUT,2019,2
SPIN PREMIER 1.8 8V ECONO.FLEX,2021,1
RANGER XLS 3.0 PSE TB D,2006,1
DUSTER DYNAMIQUE 1.6 FLEX 16V,2018,1
ARGO DRIVE GSR 1.3 8V FLEX,2018,1
MOBI WAY 1.0 FIRE FLEX 4P,2017,1
HB20S EVOLUTION 1.0 TB FLEX 12,2020,1
KA 1.0 TECNO FLEX,2010,1
CRUZE LTZ HB,2015,1
32-360 CONSTELLATION 6X4 2P (D,2022,1
HB20 COMFORT PLUS 1.6 FLEX,2013,1
Pathfinder SE 4x4 3.0 12V Aut.,1991,1
208 GRIFFE 1.6 FLEX,2014,1
SIENA 1.0 FIRE FLEX,2006,1
HR-V EXL 1.8 FLEXONE 16V   AUT,2015,1
ONIX HATCH LT 1.0 12V FLEX 5P,2022,1
PALIO ELX 1.0 MPI FIRE FLEX,2004,1
FIT EXL 1.5 FLEX/FLEXONE 16V 5,2015,1
ETIOS PLATINUM SED. 1.5 FLEX 1,2018,1
TORO FREEDOM 2.0 16V 4X4 TB DI,2016,1
JOURNEY RT 2.7 V6 185cv Aut.,2011,1
CG 160 TITAN FLEXone,2019,1
VM 260 6X2 2p (diesel),2009,1
Uno Mille 1.0 Economy 4p,2006,1
Kombi Furgão,1997,1
1718 2p (diesel),2010,1
FUSCA 1300,1971,1
FIT TWIST 1.5 FLEX,2013,1
NINJA 300,2017,1
SPIN ADVANTAGE 1.8 8V ECONO FL,2017,1
FIESTA SE 1.6 8V FLEX,2013,2
Polo 1.6 Mi S. Ouro,2004,1
Uno Mille 1.0 Economy 4p,2001,1
MONTANA LS 1.4 ECONOFLEX,2018,1
CITY LX FLEX,2013,1
VOYAGE COMFORTLINE 1.6 MI TOTA,2014,3
8-160 E DELIVERY,2012,1
TRACKER LT 1.0 TURBO 12V FLEX AUT.,2022,1
ASX 2.0 4X4,2012,3
ETIOS X HB 1.3,2016,1
HB20 EVOLUTION BLUELINK 1.0 FL,2021,1
328iA Sport 2.0 16V 245cv 4p,2013,1
Toro Freedom 1.8 16V Flex Aut.,2016,1
SAVEIRO ROBUST 1.6 TOTAL FLEX,2017,1
206 Presence 1.4 Flex 5p,2007,1
SORENTO 3.5 V6 24V 4X4 278 CV,2011,1
VIRTUS HIGHLINE 200 TSI 1.0 FL,2019,1
KICKS,2019,1
Fit LX 1.4 16V Mec,2007,1
Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,2012,2
ETIOS X 1.3 FLEX 16V   AUT,2017,1
TORO FREEDOM 1.8 16V FLEX AUT,2016,3
XF FTT530 6X4 SPACE CAB (DIE)(,2020,1
208 ACTIVE 1.2 FLEX 12V   MEC.,2019,1
PCX 150,2015,1
EcoSport XLT 1.6,2006,1
HB20 SEDAN 1.6 PREMIUM,2019,1
DUSTER OROCH DYNA. 2.0 HI-FLEX,2018,1
Z 750,2010,1
POLO MFI AUT,2019,1
RENEGADE LONGITUDE 1.8 4X2 FLE,2019,1
VERSA S 1.0 12V FLEX 4P MEC.,2017,1
UNO DRIVE 1.0 FLEX 6V,2017,1
HILUX SW4 SRX DIAMO. 4X4 2.8 T,2020,1
IDEA ADVENTURE 1.8 MPI FLEX,2011,1
SAVEIRO TRENDLINE 1.6 FLEX,2020,1
SAVEIRO ROBUST 1.6 TOTAL FLEX,2020,1
Grand Vitara 2.0 16V 5p Aut.,2013,1
PULSE AUDACE 1.0 TURBO 200 FLE,2022,2
PAJERO SPORT HPE,2020,1
SANDERO EXPRESSION 1.6 8V HI-F,2013,1
POLO 1.6 E FLEX,2011,1
HB20S Premium 1.6 Flex 16V Aut. 4p,2015,1
Q3 SPB PERFORMANCE 2.0 TFSI TI,2022,1
ONIX HATCH LS 1.0 8V FLEXPOWER,2012,1
SPACEFOX 1.6 MI TOTAL FLEX,2013,1
ARGO DRIVE 1.3 8V FLEX,2018,1
POLO SEDAN 1.6 MI TOTAL FLEX,2010,1
ETIOS X  1.3 Flex 16V 5p Mec.,2017,1
Gol Special 1.0 2p,2000,1
HB20S,2018,1
PRISMA SEDAN LTZ 1.4 8V FLEXPO,2017,1
C-180 CGI Exclusive 1.6 TB 16V  Aut.,2018,1
COMPASS LIMITED 350 2.0 4X4 DI,2022,1
UP! CROSS 1.0 TSI TOTAL FLEX 1,2019,1
TRACKER 1.0 Turbo 12V Flex Aut,2022,1
JETTA 2.0 Total Flex 8V 4p Mec.,2011,1
YARIS XL SEDAN 1.5 FLEX 16V 4P,2019,1
PUNTO ESSENCE 1.6 FLEX,2010,1
KWID INTENSE 1.0 FLEX 12V 5P M,2022,2
XTZ 250 TENERE,2016,1
SAVEIRO TRENDLINE 1.6 FLEX,2017,1
ONIX SED. PLUS PREM. 1.0 12V T,2021,1
STRADA ENDURANCE 1.4 FLEX 8V C,2023,1
2500 LARAMIE SLT 6.7 TDI CD 4X,2021,2
CARGO 816 E TB,2012,1
CIVIC SEDAN LXS 1.8 16V,2009,1
Celta LT 1.0 MPFI 8V FlexP. 5p,2015,1
YS 250 FAZER BlueFlex,2016,1
PALIO ATTRA. BEST SELLER 1.0 E,2015,2
Fit EX 1.5 Flex Aut,2018,1
HB20 SEDAN 1.6 COMFORT STYLE,2018,1
CORSA SEDAN CLASSIC LIFE 1.0 F,2008,1
AIRCROSS EXCLUSIVE 1.6 16V FLE,2013,1
HR-V EX 1.8 FLEXONE 16V   AUT.,2017,2
GRAND SIENA ESSENCE DUALOGIC 1,2017,1
DOWNTOWN 300i,2021,1
TORO FREEDOM 2.0 16V 4X4 DIESE,2018,1
STREET GLIDE SPECIAL FLHXS,2020,1
Ranger XLS 2.5 16V 4x2 CD Flex,2014,1
ECOSPORT SE 1.6 16V FLEX,2016,1
Fusion 2.5L I-VCT Flex Aut.,2013,1
GOL 1.0 MI,2003,1
ECOSPORT FREESTYLE 2.0 16V FLE,2014,1
FIESTA TIT./TIT.PLUS 1.6 16V F,2014,1
RANGER XLT 2.5 16V 4X2 CD,2012,1
STRADA WORKING CELEB 1.4 FIRE,2012,2
PCX 150 DLX,2017,1
FIESTA SEL 1.6 16V FLEX  AUT.,2018,1
RC 44 25,"",1
COBALT LTZ,2013,1
NMAX 160,2021,1
PAJERO TR4 2.0 16V 4X4 FLEX,2011,1
CARGO 1215,1998,1
COROLLA GLI 2.0 16V FLEX AUT.,2020,1
AXOR 2644 S 6X4 (E5),2015,1
MEGANE SEDAN DYNAMIQUE 2.0 16,2007,1
Civic Sedan LXS 1.8 Flex Aut,2013,1
NIVUS COMFORTLINE !.0 200 TSI,2021,1
Astra GL Milenium 1.8 MPFI 4p,2001,1
Corsa GL 1.6 MPFI,1996,1
KWID OUTSID 2,2022,1
AIRCROSS EXCLUSIVE 1.6 16V FLE,2011,1
2500 LARAM. 6.7 NIGHT ED. TB C,2021,1
MASTER RIDE 150,2023,1
PRISMA Sed. Joy 1.0 8v FlexPower,2019,1
COMPASS LIMITED 2.0 4X4 DIESEL,2021,1
Astra Advantage 2.0 MPFI 8V FlexPower 5p,2010,1
NOVA SAVERO,2020,1
RANGER XLT 3.2 20V 4X4 CD D,2012,1
Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p,2012,1
Gol City (Trend) 1.0 Mi Total Flex 8V 4p,2010,1
GRAND SIENA ATTRACTIVE 1.4 EVO,2013,4
CG 150 TITAN-ESD MIX,2012,1
HILUX CD SRX 4X4 2.8 TDI 16V D,2020,1
ONIX HATCH LT 1.0 12V FLEX 5P,2020,2
CRUZE LT 1.8 16V FLEXPOWER,2012,3
Idea ELX 1.4 mpi Fire Flex 8V 5p,2005,1
Fit EX 1.5 Flex Aut,2019,1
VIRTUS HIGHLINE 200 TSI 1.0 FL,2018,1
KA 1.5 16V FLEX,2015,1
3500 LARAM.6.7 NIGHT ED.TB CD,2022,1
VM 270 6X2 (E5),2014,1
LOGAN Authentique Hi-Flex 1.0 16V 4p,2013,1
STRADA WORKING CD,2016,1
Q3 PRESTIGE PLUS 1.4 TFSI FLEX,2020,1
COBALT LT 1.4 FLEXPOWER,2014,1
KA 1.0 SE/SE PLUS TICVT FLEX 5,2017,6
FZ25 250 FAZER FLEX,2018,2
207 SEDAN PASSION XR SPORT 1.4,2011,1
PALIO ATTRACTIVE 1.4 EVO FIRE,2012,2
TRACKER LTZ 1.8 16V Flex 4x2 Aut.,2015,1
TORO FREEDOM 2.0 16V 4X4 DIESE,2019,2
Gol Special 1.0 Total Flex 8V 5p,2014,1
ROAD GLIDE ULTRA FLTRU,2018,1
MONTANA LS 1.4 ECONOFLEX,2019,4
Strada Working 1.4 mpi Fire Flex 8V CS,2015,1
KA 1.0 SE/SE PLUS TICVT FLEX 5,2020,4
ECOSPORT TITANIUM 2.0 16V FLEX,2013,1
VOYAGE 1.6 MSI Flex 8V 4p,2020,1
ETIOS SD XS,2014,1
CRETA PULSE PLUS 1.6 16V FLEX,2019,1
S 10 PICK-UP LTZ 2.8 CD 4X4 TD,2012,2
CELTA SUPER 1.4 MPFI,2004,1
LIVINA SL 1.8 16V FLEX,2011,1
Golf GL 1.8,1996,2
S 10 PICK-UP LTZ 2.8 CD 4X4 TD,2022,2
Corsa Sedan GLS 1.6 MPFI 4p,1999,1
Kwid Zen 1.0 MT-2022/2023,2023,2
2008 CROSSOWAY 1.6 FLEX 16V  A,2018,1
FH 440 GLOBETROTTER 6x4 2p (diesel),2010,1
MERIVA MAXX 1.4 MPFI ECONOFLEX,2011,1
CBR 250R,2012,2
COURIER L 1.6 MPI,2009,1
SPACEFOX 1.6 MI TOTAL FLEX,2007,1
CERATO SX 1.6 16V FLEX,2014,1
JETTA COMFORT. 250 TSI 1.4 FLE,2019,1
HILUX SRV D4-D 3.0 CD 4X4 TB D,2014,1
FIORINO ENDURANCE EVO 1.4 FLEX,2022,2
FOX XTREME 16 FLEX 8V 5P,2018,2
Fox City 1.0 Mi Total Flex 4p,2005,1
Santana 1.8 Mi,2000,1
JETTA VARIANT 2.5 20V TIPTRONI,2011,1
Pampa L 1.8,1993,1
GOL 1.0 FLEX 12V 5P,2021,2
CIVIC SEDAN EXS 1.8 16V FLEX,2009,1
UNO MILLE ECONOMY 1.0 FLEX,2013,1
PRISMA SEDAN JOY 1.0 FLEX,2017,1
FRONTIER SE CD 4X4 2.3 BI-TB,2022,1
PRISMA SEDAN JOY 1.4 ECONOFLEX,2008,1
Celta Spirit 1.0 MPFI VHC 8V 5p,2004,1
S10 PICK-UP LT 2.8 TDI 4X4 CD,2018,1
HB20,2013,1
FIORINO FURGAO WORK. HARD 1.4,2017,1
S10 Blazer Std. 2.2 EFI,1999,1
HB20 UNIQUE 1.0 FLEX 12V MEC.,2019,1
LINEA ABSOLUTE DUALOGIC 1.8 FL,2015,1
Celta LT 1.0 MPFI 8V FlexP. 5p,2013,1
FIT EX/S/EX 1.5 FLEX/FLEXONE 1,2017,1
HILUX SW4 SRX 4X4 2.8 TDI 16V,2018,1
PRISMA SEDAN MAXX 1.4 ECONOFLE,2007,1
CORSA HATCH MAXX 1.0 MPFI,2006,1
SPACEFOX 1.6 HIGHLINE,2014,1
TUCSON GLS 1.6 TURBO 16V AUT.,2020,1
STRADA TREKKING 1.6 FLEX CD,2014,1
T-CROSS 1.0 TSI FLEX 12V 5P AU,2023,1
MULTISTRADA 1260 S,2021,1
AMAROK EXTREME CD 3.0 4X4 TB D,2018,2
VERSYS 1000CC,2019,1
Durango Crew 3.6 24V 4x4 Aut.,2012,1
C3 TENDANCE 1.5 FLEX,2014,1
TERRITORY TITANIUM 1.5 GTDI EC,2021,1
ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,2022,1
FH 13 400 6X2,2008,1
Strada Adventure 1.8 Flex CD,2012,1
IX35 GLS 2.0 16V 2WD FLEX AUT.,2014,2
ATEGO 2425,2008,1
ONIX PLUS 10MT LT2,2021,1
Jumper 2.3 Vetrato Exec. 16Lug. TB Dies.,2015,1
COROLLA FIELDER SW 1.8 FLEX,2006,1
Zafira Elite 2.0 MPFI FlexPower 8V 5p,2010,1
MONTANA LS 1.4 ECONOFLEX,2014,1
CITY SEDAN LX 1.5 FLEX,2013,1
CIVIC SEDAN LXS 1.8 16V FLEX,2009,1
APACHE RTR 200cc,2020,1
HB20 VISION 1.0 FLEX 12V MEC.,2020,2
FIORINO FURGAO WORK. HARD 1.4,2020,1
ETIOS X PLUS 1.5 FLEX 16V 5P A,2018,2
DUSTER EXPRESSION1.6 FLEX 16V,2018,1
RANGE ROVER EVOQUE DYNAMIC 2.0,2014,1
ETIOS XS SD 1.5,2013,1
GOL POWER 1.6 MI TOTAL FLEX,2007,1
VIRTUS COMFORT. 200 TSI 1.0 FL,2020,1
NOVO GOL CITY 1.0 TOTAL FLEX,2010,1
VITARA 4SPORT ALLGRIP 1.4 TB 1,2017,1
HB20 COMFORT PLUS 1.0 FLEX,2017,1
CAMARO SS 6.2 V8 16V 406cv,2009,1
Palio Weekend ELX 1.4 mpi Fire Flex 8V,2010,1
HR HDLWBSC,2007,1
JIMNY 4 WORK 1.3 16V,2016,1
Up! take 1.0 Total Flex 12V 5p,2015,1
Ká SE 1.0,2018,1
Palio 1.0 Fire Flex 4p,2014,1
PALIO 1.0 FIRE,2003,1
ONIX HATCH LTZ 1.4 8V FLEXPOWE,2015,1
COMPASS LIMITED 2.0 4X2 FLEX 1,2017,1
GSX-R 1000,2004,1
IVECO-DAILY CHASSI 35S14 (E5),2013,1
DAILY CHASSI 35S14 2p (dies.)(E5),2014,1
HB20 SEDAN 1.6 COMFORT STYLE,2014,1
"DUSTER ZEN 1.6 16V FLEX AUT,",2021,1
COBALT ELITE 1.8 8V ECONO.FLEX,2017,1
515 CHASSI E L 2.2 D,2015,1
MOBI TREKKING 1.0 FLEX 5P.,2022,1
HILUX SR D4-D 3.0 CD 4X4 TB D,2015,1
Axor 2544 S 6x2 2p (diesel) (E5),2018,1
HB20 Premium 1.6 Flex 16V Aut.,2013,1
ACTROS 2546 LS 6X2 (E5),2020,1
XTZ 150 E CROSSER,2014,1
COROLLA XEI 2.0 FLEX,2012,1
MONTANA COMBO 1.4 8V ECONOFLEX,2009,1
S 10 PICK-UP LS 2.4 FLEX POWER,2015,1
Sprinter 310 Chassi Diesel,1998,1
PRISMA Sed. Joy 1.0 8v FlexPower,2018,1
Corsa Pick-Up Champ 1.6 EFI,1998,1
Kombi Standard 1.4 Mi Total Flex 8V,2012,1
MONTANA 1.8,2006,1
Fiorino Furg.1.3,2011,1
YBR 150 FACTOR ED,2021,1
YZF R-1 1000,2012,1
UNO WAY 1.0 EVO Fire Flex 8V 5p,2014,1
GOL TRACK 1.0 MI TOTAL FLEX,2014,2
Palio ELX 1.0 mpi Fire 16v 4p (25 anos),2002,1
T-CROSS 1.0 TSI FLEX 12V 5P AUT.,2021,3
GOL 1.6 MSI FLEX 8V 5P,2020,1
COROLLA XLI 1.6 16V,2005,1
R 400 A 6X2,2013,1
Gol  1.0 4portas,2003,1
C3 GLX 1.4,2010,2
R 1200 GS,2011,1
ATEGO 2426 6X2 (E5),2013,2
MONTANA LS 1.4 ECONOFLEX,2016,3
Palio 1.6 mpi 16V 4p,1997,1
TECTOR 24-280 6X2 (DIESEL)(E5),2020,1
Fiorino Furg.1.3,2005,1
Fit  LX 1.4 Flex 8v Aut,2007,1
FIT EX,2016,1
FIORINO FURGAO 1.3 FIRE FLEX,2011,1
SANDERO Expression Hi-Power 1.0 16V 5p,2015,1
Idea ESSENCE Dualogic 1.6 Flex 16V 5p,2014,1
CG 125 TITAN-KS,2000,1
POLO 1.6 MI TOTAL FLEX,2012,3
FAT BOB FXFBS,2021,1
AMAROK SE CD 2.0 4X4 16V TDI,2015,1
ARGO 1.0 6V FLEX.,2021,3
FIT DX 1.4 FLEX,2011,2
gran siena 1.6,2015,1
CG 160 TITAN FLEXONE,2023,1
XRE 300,2021,1
Ka+ Sedan 1.0 TiCVT Flex 4p,2020,2
5-150 E DELIVERY,2012,1
ix35 GL 2.0 16V 2WD Flex Aut.,2016,1
TRACKER LT 1.0 TURBO 12V FLEX AU,2022,1
Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2015,2
VM 330 8X2 (DIESEL) (E5) R (CA,2022,1
NXR 160 Bros ESDD FLEXone,2015,1
13.180 E WORKER,2009,1
GOL TRENDLINE 1.0 T.FLEX 12V 4,2017,1
SANDERO Exp. S.Especial Flex 1.0 12V 5p,2017,1
L200 Triton HPE 3.2 CD TB Int.Diesel Aut,2008,1
CARGO 2629 E 6X4 TB,2012,1
IVECO-DAILY TRUCK CHASSI 70C17,2018,1
ONIX HATCH JOY 1.0 8V FLEX .,2019,3
Hilux SW4 SR 4x2 2.7 aut,2014,1
CELTA LIFE 1.0 MPFI FLEXPOWER,2009,2
C3 GLX 1.4 FLEX,2006,1
VIRTUS 1.6 MSI Flex 16V 4p Aut.,2020,1
VOYAGE TREND 1.6 MI TOTAL FLEX,2011,1
Hilux CD SRV 4x4 2.8 TDI Diesel Aut.,2015,1
S10 P-Up Advant. 2.4 CD,2008,1
DUSTER DAKAR 1.6 HI-FLEX 16V M,2015,1
Courier 1.6 L,2001,1
AMAROK HIGHLINE CD D 2.0 16V T,2013,1
R 440 A 6X4 HIGHLINE (E5),2013,1
PRISMA SED. ADVANT. 1.0 8V FLE,2014,1
IDEA ADVENTURE LOCKER 1.8 FLEX,2013,1
Strada Working HARD 1.4 Fire Flex 8V CS,2017,2
SIENA EL 1.0 MPI FIRE FLEX,2010,1
C3 EXCLUSIVE 1.6 VTI FLEX STAR,2012,2
INTRUDER 125,2008,1
SANDERO STEPWAY 1.6 16V HI-FLE,2012,1
COROLLA XEI 2.0 FLEX,2010,1
TRACKER 1.0 Turbo 12V Flex Aut,2020,1
HILUX CD D4-D 4X4 3.0 TDI D,2012,2
DUSTER DYNAMIQUE 2.0 16V HI-FL,2012,1
HB20 COMFORT PLUS 1.6 FLEX,2015,1
P 310 B 8X2 (E5),2017,1
MONTANA LS,2011,1
F 4.000 TROPICAMPO CD 3.9 TDI,2011,1
KICKS SL 1.6 16V FLEXSTAR   .,2020,1
COURIER L 1.6 MPI,2008,1
PRISMA  Sed. LT  1.4 8V Econof,2012,1
KICKS EXCLUSIVE 1.6 16V FLEX A,2021,1
UNO ATTRACTIVE 1.0 FLEX 6V,2016,1
DUSTER OROCH DYNA. 2.0 HI-FLEX,2016,1
CARGO 2422,2007,1
Ka 1.0 SE TiVCT Flex 5p,2018,1
EQUINOX PREMIER 20 TURBO AWD 2,2018,1
UP! MOVE 1.0 TSI TOTAL FLEX 12,2018,2
CRUZE LTZ 1.4 16V TURBO FLEX 4,2019,1
VIRTUS 1.6 MSI FLEX 16V 5P MEC,2018,2
ETIOS XS 1.5 FLEX 16V,2013,1
HB20S DIAMOND 1.0 TB FLEX 12V,2019,1
Freelander2 SE 2.2 SD4 190cv T.Diesel,2012,1
CAPTUR ICONIC 1.3 TB 16V FLEX,2021,1
CRETA SMART 1.6 16V FLEX AUT.,2019,1
206 SENSATION 1.0 16V,2005,1
C4 CACTUS FEEL PACK 1.6 16V FL,2021,1
F 250 XLT 3.9 4X4 CD TB D,2008,1
TRANSIT Chassi 2.4 TDCI Diesel,2011,2
ASTRA ADVANT. 2.0 MPFI FLEX PO,2007,1
VERSA V-DRIVE Esp.Ed. 1.6 16v Flex Aut.,2021,1
POLO 200 TSI,2019,1
NX-4 FALCON 400,2007,1
UP! WHITE 1.0 FLEX 12V,2014,1
Kwid Outsider 1.0 MT-2021/2022,2024,1
VM 270 6X4 (E5),2022,1
TORO FREEDOM 1.3 T270 4X2 FLEX,2022,1
BANDIT N-1250,2008,1
TORO RANCH 2.0 16V 4X4 DIESEL,2021,1
RANGER LIMITED 3.2 20V 4X4 CD,2012,1
CB 500F,2019,1
KWID INTENSE 1.0 FLEX 12V 5P MEC.,2021,1
DAILY CHASSI 55C16,2011,1
710 PLUS,2007,1
MARCH SV 1.0 12V FLEX,2018,1
VOYAGE 1.6 MI TOTAL FLEX,2013,1
SYMBOL PRIVILEGE 1.6 16V HI-FL,2010,1
KWID,2020,1
PALIO WEEKEND ELX 1.4 MPI FIRE,2008,1
PALIO SPORTING 1.6 16V FLEX,2014,1
XTZ 250 TENERE,2018,1
UNO SPORTING 1.4 EVO FIRE FLEX,2014,1
KWID INTENSE 1.0 FLEX 12V 5P M,2020,1
Uno Mille 1.0 Fire 2p,2004,1
D-20 4.0 Conquest,1994,1
HR HDB,2015,1
PALIO ELX 1.0,2007,1
Focus Sedan 1.6 8v,2005,1
Civic Sedan LX 1.6 16V Mec. 4p,2000,1
PARTNER FURGAO 1.6 16V FLEX,2010,1
PRISMA SEDAN JOY 1.4 ECONOFLEX,2009,2
Corsa Pick-Up Champ 1.6 EFI,1999,1
